name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
EKG1	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	n/a
EKG2	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	n/a
LA1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LA10	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LA11	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LA12	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LA2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LA3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LA4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LA5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LA6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LA7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LA8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LA9	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LB1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	soz
LB10	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LB11	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	n/a
LB12	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	n/a
LB2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	soz
LB3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	resect,soz
LB4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	soz
LB5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LB6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LB7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LB8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LB9	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LC1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	soz
LC10	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LC11	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LC12	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LC2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	resect,soz
LC3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	resect,soz
LC4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	resect,soz
LC5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LC6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LC7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LC8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LC9	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LD1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	resect
LD10	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LD11	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LD12	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LD2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	resect,soz
LD3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	resect,soz
LD4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	resect,soz
LD5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	resect,soz
LD6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	resect,soz
LD7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	resect
LD8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LD9	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LE1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LE2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LE3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LE4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LE5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LE6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LE7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LE8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LF1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LF2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LF3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LF4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LF5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LF6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LF7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LF8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LG1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LG2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LG3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LG4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LG5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LG6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LG7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
LG8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a
